motion_id,motion_topic,motion_text,num_tokens,speaker,party,date,motion_priority
480,Terrorism laws - For,"Terrorist Asset-Freezing (Temporary Provisions) Bill (Allocation of Time)
That the following provisions shall apply to the Terrorist Asset-Freezing (Temporary Provisions) Bill: Timetable 1.-(1) Proceedings on Second Reading, in Committee, on consideration and on Third Reading shall be completed at today's sitting in accordance with the following provisions of this paragraph. (2) Proceedings on Second Reading shall (so far as not previously concluded) be brought to a conclusion four hours after the commencement of proceedings on the Motion for this Order or at 8 pm (whichever is the earlier). (3) Proceedings in Committee, on consideration and on Third Reading shall (so far as not previously concluded) be brought to a conclusion at 10 pm. Timing of proceedings and Questions to be put 2. When the Bill has been read a second time- (a) it shall (Notwithstanding bills not subject to a programme order"">Standing Order No. 63 (Committal of bills not subject to a programme order)) stand committed to a Committee of the whole House without any Question being put; (b) the Speaker shall leave the Chair whether or not notice of an Instruction has been given. 3.-(1) On the conclusion of proceedings in Committee, the Chairman shall report the Bill to the House without putting any Question. (2) If the Bill is reported with amendments, the House shall proceed to consider the Bill as amended without any Question being put. 4. For the purpose of bringing any proceedings to a conclusion in accordance with paragraph 1, the Chairman or Speaker shall forthwith put the following Questions (but no others)- (a) any Question already proposed from the Chair; (b) any Question necessary to bring to a decision a Question so proposed; (c) the Question on any amendment moved or Motion made by a Minister of the Crown; (d) any other Question necessary for the disposal of the business to be concluded. 5. On a Motion so made for a new Clause or a new Schedule, the Chairman or Speaker shall put only the Question that the Clause or Schedule be added to the Bill. 6. If two or more Questions would fall to be put under paragraph 4(d) in relation to successive provisions of the Bill, the Chairman shall instead put a single question in relation to those provisions. Consideration of Lords Amendments 7.-(1) Any Lords Amendments to the Bill shall be considered forthwith without any Question being put. (2) Proceedings on consideration of Lords Amendments shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement. 8.-(1) This paragraph applies for the purpose of bringing any proceedings to a conclusion in accordance with paragraph 7. (2) The Speaker shall first put forthwith any Question already proposed from the Chair. (3) If that Question is for the amendment of a Lords Amendment the Speaker shall then put forthwith- (a) a single Question on any further Amendments to the Lords Amendment moved by a Minister of the Crown, and (b) the Question on any Motion made by a Minister of the Crown that this House agrees or disagrees to the Lords Amendment or (as the case may be) to the Lords Amendment as amended. (4) The Speaker shall then put forthwith- (a) a single Question on any Amendments moved by a Minister of the Crown to a Lords Amendment, and (b) the Question on any Motion made by a Minister of the Crown that this House agrees or disagrees to the Lords Amendment or (as the case may be) to the Lords Amendment as amended. (5) The Speaker shall then put forthwith the Question on any Motion made by a Minister of the Crown that this House disagrees to a Lords Amendment. (6) The Speaker shall then put forthwith the Question that this House agrees to all the remaining Lords Amendments. (7) As soon as the House has- (a) agreed or disagreed to a Lords Amendment, or (b) disposed of an Amendment relevant to a Lords Amendment which has been disagreed to, the Speaker shall put forthwith a single Question on any Amendments moved by a Minister of the Crown and relevant to the Lords Amendment. Subsequent stages 9.-(1) Any further Message from the Lords on the Bill shall be considered forthwith without any Question being put. (2) Proceedings on any further Message from the Lords shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement. 10.-(1) This paragraph applies for the purpose of bringing any proceedings to a conclusion in accordance with paragraph 9. (2) The Speaker shall first put forthwith any Question which has been proposed from the Chair. (3) The Speaker shall then put forthwith the Question on any Motion made by a Minister of the Crown which is related to the Question already proposed from the Chair. (4) The Speaker shall then put forthwith the Question on any Motion made by a Minister of the Crown on or relevant to any of the remaining items in the Lords Message. (5) The Speaker shall then put forthwith the Question that this House agrees with the Lords in all the remaining Lords Proposals. Reasons Committee 11.-(1) The Speaker shall put forthwith the Question on any Motion made by a Minister of the Crown for the appointment, nomination and quorum of a Committee to draw up Reasons and the appointment of its Chairman. (2) A Committee appointed to draw up Reasons shall report before the conclusion of the sitting at which it is appointed. (3) Proceedings in the Committee shall (so far as not previously concluded) be brought to a conclusion 30 minutes after their commencement. (4) For the purpose of bringing any proceedings to a conclusion in accordance with sub paragraph (3), the Chairman shall- (a) first put forthwith any Question which has been proposed from the Chair, and (b) then put forthwith successively Questions on motions which may be made by a Minister of the Crown for assigning a Reason for disagreeing with the Lords in any of their Amendments. (5) The proceedings of the Committee shall be reported without any further Question being put. Miscellaneous 12. Paragraph (1) of Standing Order No. 15 (Exempted business) shall apply so far as necessary for the purposes of this Order. 13.-(1) The proceedings on any Motion made by a Minister of the Crown for varying or supplementing the provisions of this Order shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement. (2) Paragraph (1) of Standing Order No. 15 (Exempted business) shall apply to those proceedings. 14. Standing Order No. 82 (Business Committee) shall not apply in relation to any proceedings to which this Order applies. 15.-(1) No Motion shall be made, except by a Minister of the Crown, to alter the order in which any proceedings on the Bill are taken or to recommit the Bill. (2) The Question on any such Motion shall be put forthwith. 16.-(1) No dilatory Motion shall be made in relation to proceedings to which this Order applies except by a Minister of the Crown. (2) The Question on any such Motion shall be put forthwith. 17. The Speaker may not arrange for a debate to be held in accordance with Standing Order No. 24 (Emergency debates)- (a) at today's sitting, or (b) at any sitting at which Lords Amendments to the Bill are, or any further Message from the Lords is, to be considered, before the conclusion of any proceedings to which this Order applies. 18.-(1) Sub-paragraph (2) applies if the House is adjourned, or the sitting is suspended, before the conclusion of any proceedings to which this Order applies. (2) No notice shall be required of a Motion made at the next sitting by a Minister of the Crown for varying or supplementing the provisions of this Order. 19. Proceedings to which this Order applies shall not be interrupted under any Standing Order relating to the sittings of the House. 20. The Speaker shall not adjourn the House at the sitting on the day on which the Bill is sent back to the House from the Lords until- (a) any Message from the Lords on the Bill has been received; (b) he has reported the Royal Assent to any Act agreed upon by both Houses.",1382,Sarah McCarthy-Fry,Lab,2010-02-08,important
581,Higher taxes on alcoholic drinks,"Finance (No. 2) Bill – Rate of VAT
‘(1) In section 2(1) of the Value Added Tax Act 1994 (Rate of VAT) for “20 per cent” substitute “17.5 per cent”. (2) Subsection (1) shall have effect from Royal Assent and shall expire at such time as the Government presents to Parliament a report stating that the UK economy has returned to strong growth.’.",63,Cathy Jamieson,Lab,2013-04-18,important
10,Asylum System - More strict,"Asylum and Immigration (Treatment of Claimants, etc.) Bill (Programme)
That the following provisions shall apply to the Asylum and Immigration (Treatment of Claimants, etc.) Bill: Committal 1. The Bill shall be committed to a Standing Committee. Proceedings in Standing Committee 2. Proceedings in the Standing Committee shall (so far as not previously concluded) be brought to a conclusion on 27th January 2004. 3. The Standing Committee shall have leave to sit twice on the first day on which it meets. Consideration and Third Reading 4. Proceedings on consideration shall (so far as not previously concluded) be brought to a conclusion one hour before the moment of interruption on the day on which those proceedings are commenced. 5. Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day. Programming Committee 6. Sessional Order B (programming committees) made on 28th June 2001 shall not apply to proceedings on consideration and Third Reading. Programming of proceedings 7. All proceedings on the Bill (including any proceedings on consideration of Lords Amendments or on any further messages from the Lords) may be programmed.",192,Jim Murphy,Lab,2003-12-17,not_important
433,Terrorism laws - For,"Anti-terrorism, Crime and Security Bill — Forfeiture of Terrorist Cash
That the Bill be now read the Third time.",19,David Blunkett,Lab,2001-11-26,important
86,European Union - For,"Decisions requiring approval by Act and by referendum
58, page 4, line 39, at end insert 'and for the purposes of subsection (2A) as references to a notification'.- (Mr Lidington .) Amendment proposed : 100, in page 5, line 27, after '(enhanced co-operation)', insert 'except in the field of EU patents'.",51,Emma Reynolds,Lab,2011-01-25,important
316,Reduce Spending on Welfare Benefits,"Welfare Reforms and Poverty
That this House believes that a commission of inquiry should be established to investigate the impact of the Government’s welfare reforms on the incidence of poverty.",30,Michael Meacher,Lab,2014-01-13,not_important
6,Asylum System - More strict,"Nationality, Immigration and Asylum Bill – Support for Destitute Asylum-Seeker
No. 20, in page 9, line 16, at end insert— X, and (c) there is a place available in an appropriate maintained school for any dependant of school age"" Motion made, and Question put, That this House disagrees with the Lords in the said amendment.",55,Beverley Hughes,Lab,2002-11-05,important
496,Shift Powers from MPs in the Commons to Ministers,"European Union (Withdrawal) Bill – Treatment of retained law
“(1) Following the commencement of this Act, no modification may be made to retained EU law save by primary legislation, or by subordinate legislation made under this Act. (2) By regulation, the Minister may establish a Schedule listing technical provisions of retained EU law that may be amended by subordinate legislation. (3) Regulations made under subsection (2) will be subject to an enhanced scrutiny procedure including consultation with the public and relevant stakeholders. (4) Regulations may only be made under subsection (2) to the extent that they will have no detrimental impact on the UK environment. (5) Delegated powers may only be used to modify provisions of retained EU law listed in any Schedule made under subsection (2) to the extent that such modification will not limit the scope or weaken standards of environmental protection.”",144,Kerry McCarthy,Lab,2017-11-15,important
78,European Union - For,"Draft EU Budget 2011
That this House takes note of European Union Document No. SEC(2010) 473, Statement of Estimates of the European Commission for the financial year 2011; and supports the Government's efforts to maintain the 2011 EU budget at the cash levels equivalent to the 2010 budget, while ensuring better value for money in EU expenditure.",57,Justine Greening,Con,2010-10-13,not_important
531,Increase VAT,"Unemployment
That this House believes that the Government’s policies of cutting spending and raising taxes too far and too fast have resulted in the UK economy flat-lining for 12 months, well before the recent eurozone crisis; notes that unemployment has reached a 17-year high and over-50s unemployment has risen sharply; further notes that slower growth and higher unemployment makes it harder to get the deficit down and that the Office for Budget Responsibility forecasts a further rise in unemployment to 8.7 per cent., a rise in the benefits bill of £29 billion, and an increase in projected borrowing of £158 billion; agrees with the IMF’s warning that ‘consolidating too quickly will hurt the recovery and worsen job prospects’ and that the Government should ‘have a heightened readiness to respond, particularly if it looks like the economy is headed for a prolonged period of weak growth and high unemployment’; and, in light of the Office for Budget Responsibility forecasts published on 29 November 2011, calls on the Government to reconsider its refusal to adopt the Opposition’s five point plan for jobs which includes creating 100,000 jobs for young people and building 25,000 affordable homes using funds raised from a tax on bank bonuses, bringing forward long-term investment projects, temporarily reversing the January 2011 VAT rise, a one-year cut in VAT to 5 per cent. on home improvements, and a one-year national insurance tax break for every small firm which takes on extra workers.",242,Liam Byrne,Lab,2011-12-14,important
562,Identity cards - For introduction,"Identity Cards Bill – Issue etc. of ID Cards
Amendment made: No. 2, in page 7, line 11 [Clause 8], leave out 'one or'.
amendment No. 7, in clause 8, page 7, line 20, after 'individual', insert— '(aa) must be free of charge;'.",43,Patrick Mercer,Con,2005-10-18,important
544,Increase VAT,"Finance Bill
That the Bill be now read a Second time.",11,David Gauke,Con,2015-07-21,not_important
118,European Union - For,"EU Justice and Home Affairs Measures
[Relevant documents: Twenty-first Report from the European Scrutiny Committee, Session 2013-14, The UK’s block opt-out of pre-Lisbon criminal law and policing measures, HC 683, and the Government Response, HC 978; Seventeenth Report from the European Scrutiny Committee, The UK’s block opt-out decision: summary and update Report, HC 762; Nineteenth Report from the European Scrutiny Committee, Documents considered by the Committee on 5 November 2014, HC 219-xviii; Ninth Report from the Home Affairs Committee, Session 2013-14, Pre-Lisbon Treaty EU police and criminal justice measures: the UK’s opt-in decision, HC 615, and the Government Response, HC 954 Eighth Report from the Justice Committee, Session 2013-14, Ministry of Justice measures in the JHA block opt-out, HC 605, and the Government Response, HC 972; First Joint Report from the European Scrutiny, Home Affairs and Justice Committees, Session 2013-14, The Government’s response to the Committee’s Reports on the 2014 block opt-out decision, HC 1177]
That this House endorses the Government’s formal application to rejoin 35 European Union Justice and Home Affairs measures, including the European Arrest Warrant.",178,Yvette Cooper,Lab,2014-11-19,important
184,Further devolution to Scotland,"Scotland Bill – New Benefits
In Section F1 of Part 2 of Schedule 5 to the Scotland Act 1998, in the Exceptions, after exception 8 (see section 23 above) insert— “Exception 9 A benefit not in existence at the relevant date provided entitlement to or the purpose of the benefit is different from entitlement to or the purpose of any benefit that is— (a) in existence at the relevant date, (b) payable by or on behalf of a Minister of the Crown, and (c) otherwise a reserved benefit. For the purpose of this exception— “the relevant date” means the date of introduction into Parliament of the Bill that becomes the Scotland Act 2015; “reserved benefit” means a benefit which is to any extent a reserved matter.” This New Clause broadens the circumstances under which the Scottish Parliament can create new benefits, as recommended by the Smith Commission.",147,Ian Murray,Lab,2015-06-30,important
479,Terrorism laws - For,"Independent Commissioner for Terrorist Suspects
Motion made, and Question put, That this House disagrees with Lords amendment 66.",18,Bridget Prentice,Lab,2009-11-09,not_important
249,More powers for local councils,"Tax Refunds Regulation (Review) – Power to require name and address
9, leave out clause 4",16,Christopher Chope,Con,2011-12-07,important
231,More powers for local councils,"Academies Bill [ Lords ]
That this House declines to give a Second Reading to the Academies Bill [ Lords] because it creates the legal framework for the expensive free market schools reforms which will be funded by scrapping existing school building programmes; its approach is based on reforms in other countries which have seen falling standards and rising inequality; it contains no measures to drive up standards, improve discipline or deliver greater equality in schools; it fails to build on the success of the previous Government's Academies programme and instead focuses additional support and resources on those schools that are already succeeding at the expense of the majority of schools; it deprives schools with the biggest behaviour and special educational needs challenges of local authority support for special needs provision, the funding for which will go to those with the fewest such challenges; it permits selective schools to convert to Academy status, which risks the unplanned expansion of selective education; it removes any proper requirement to consult local authorities or the community before the creation of an Academy and centralises power in the hands of the Secretary of State over the future of thousands of schools without adequate provision for local accountability.",203,Edward Balls,Lab,2010-07-19,not_important
104,European Union - For,"European Union Free Movement Directive 2004 (Disapplication) – Multiannual Financial Framework
(a), at line 9, leave out from ‘and’ to end and add‘; so calls on the Government to strengthen its stance so that the next MFF is reduced in real terms.’.",42,Mark Reckless,Con,2012-10-31,important
82,European Union - For,"Status of EU law dependent on continuing statutory basis
amendment 41, page 11, line 25, at end insert- '(1) The sovereignty of the United Kingdom Parliament in relation to EU law is hereby reaffirmed.'.",34,Bill Cash,Con,2011-01-11,important
344,Schools - Greater Autonomy,"School Standards and Framework Bill – Infant class sizes
.--(1) This section applies to any local education authority where the average infant class sizes in their area is a number at least three below the limit currently specified for the size of infant classes at maintained schools in their area imposed by regulations set out in accordance with section 1, and where there are no infant classes at maintained schools whose size is more than five above the limit referred to above.  (2) Local education authorities to which subsection (1) applies shall be exempted from the requirements of section 1 (4) and the requirements of section 2.'
That the clause be read a Second time.",115,Stephen Dorrell,Con,1998-03-11,not_important
268,More powers for local councils,"Cities and Local Government Devolution Bill [Lords]
[Relevant documents: Oral evidence taken before the Communities and Local Government Committee on 12 October 2015,and written evidence to the Committee, reported to the House on 7 and 15 September and 12 October2015, on the Government’s Cities and Local Government Devolution Bill, HC 369, the Committee’s FirstReport of Session 2014-15, Devolution in England, the case for local government, HC 503, and theGovernment’s response, Cm 8998.]
That the Bill be now read a Second time.",81,Jon Trickett,Lab,2015-10-14,important
76,European Union - For,"Electronic Communications
That the draft Data Retention (EC Directive) Regulations 2009, which were laid before this House on 11 February, be approved.",22,Diana R. Johnson,Lab,2009-03-17,important
407,Stop climate change,"Energy Bill – Decarbonisation
amendment 11, page 1, line 4, after ‘ensure’, insert— ‘that a decarbonisation target range is set and that’.",22,Tim Yeo,Con,2013-06-04,not_important
148,European Union - For,"European Union (Withdrawal) Bill –
4, page 3, line 23, leave out subsections (4) and (5) and insert— ‘(4) Notwithstanding subsection (5), the Charter of Fundamental Rights continues to apply to retained EU law after exit day save as set out in subsections (5) and (5A) below and all references in the Charter to “the law of the Union” shall be deleted and replaced with “retained EU law”. (5) The following provisions of the Charter shall not apply after exit day— (a) the Preamble, and (b) Title V. (5A) Article 47 of the Charter shall apply after exit day as if it was drafted as follows— “Right to a fair trial “Everyone whose rights and freedoms guaranteed by retained EU law are violated is entitled to a fair and public hearing within a reasonable time by an independent and impartial tribunal previously established by law. Everyone shall have the possibility of being advised, defended and represented. “Legal aid shall be made available to those who lack sufficient resources insofar as such aid is necessary to ensure effective access to justice.” (5B) With effect from exit day EU retained law, so far as it is possible to do so, must be interpreted consistently with the Charter. (5C) With effect from exit day decisions, judgments, advisory opinions of the Court of Justice of the European Union must be taken into account when determining cases under the Charter. (5D) With effect from exit day in relation to the rights conferred by the Charter with respect to retained EU law— (a) section 4 of the Human Rights Act 1998 shall apply and the words “a Convention right” shall be replaced by “a Charter right” and all references to “primary legislation” shall be replaced by “retained EU law”, (b) section 5 of the Human Rights Act 1998 shall apply, (c) section 12 of the Human Rights Act 1998 shall apply and the words “the Convention right to freedom of expression” shall be replaced by “the Charter right to freedom of expression and information”, and (d) section 13 of the Human Rights Act 1998 shall apply and the words “the Convention right to freedom of thought, conscience and religion” shall be replaced by “the Charter right to freedom of thought, conscience and religion”. (5E) With effect from exit day, any derogation or reservation made under sections 14 or 15 of the Human Rights Act 1998 shall apply to rights under the Charter in the same manner as they apply to Convention rights. (5F) With effect from exit day sections 16 or 17 of the Human Rights Act 1998 shall apply to rights under the Charter in the same manner as they apply to Convention rights.”
European Union (Withdrawal) Bill – Exceptions to savings and incorporation",459,Paul Blomfield,Lab,2018-01-16,important
542,Increase VAT,"Ways and Means — Budget Resolutions and Economic Situation — Amendment of the Law
an amendment, after “importation”, insert “other than in relation to Police Scotland and the Scottish Fire and Rescue Service”.",33,Michelle Thomson,SNP,2015-07-14,important
367,Schools - Greater Autonomy,"Academy arrangements
amendment 32, page 1, line 21, at end insert- '(5A) No Academy arrangement may be made under this section with a school that is exclusively a nursery or primary school, or both.'.",34,Vernon Coaker,Lab,2010-07-21,not_important
39,European Union - For,"Addition to list of treaties
No. 8, in clause 2, page 1, line 12, after 'excluding', insert— '(i) Article 2, paragraph 67, inserted Article 69A, TEC (TFEU), relating to judicial cooperation in criminal matters; and (ii) '.",37,Mark Francois,Con,2008-01-29,important
390,Stop climate change,"Tariffs for renewable energy
(1) The Secretary of State shall make regulations within one year of the passing of this Act with the purpose of requiring designated energy suppliers to introduce a renewable energy tariff for specified producers of renewable energy. (2) In this section— ""renewable energy tariff"" means the reward level for each kilowatt hour of energy produced by the renewable source; ""renewable source"" has the same meaning as in the Utilities Act 2000 (c.27); ""renewable energy"" means energy from renewable sources; ""renewables obligation"" means the obligation specified in section 32 of the Electricity Act 1989 (c.29); ""specified"" means specified in the regulations. (3) The renewable energy tariff shall set the reward level for each kilowatt hour of energy produced by the renewable source and may— (a) be set at different levels for different levels for different types of renewable source; (b) apply to metered energy produced or to metered energy exported onto public gas or electricity networks; (c) apply to sizes of renewable sources specified in the regulations; (d) be varied at different times as prescribed in the order or in successive orders; (e) make provision for the payment and incidence of the costs of connection of small-scale generators to public networks. (4) The descriptions of energy supplier upon which an order may impose the payment of a renewable energy tariff are those supplying electricity or gas— (a) in Great Britain; (b) in England and Wales; (c) in Scotland; or (d) in Northern Ireland excluding such categories of supplier as are specified. (5) The regulations shall specify— (a) the renewable sources in respect of which renewable energy tariffs shall apply; (b) the tariff applicable to each renewable source; (c) the maximum level of electricity generation in respect of which the renewable energy tariff shall apply; (d) which persons and installations generating from renewable sources shall be eligible for the renewable energy tariff, and any provisions to exclude installations accredited under the renewables obligation; (e) the terms and duration of the renewable energy tariff arrangements; (f) how the amount of energy produced and upon which the renewable energy tariff is payable shall be measured, determined or deemed; (g) provisions for the regulation of renewable energy tariff arrangements by a designated body; (h) provision for the Secretary of State to report periodically on the effectiveness of the regulations made hereunder; (i) any necessary amendment to distribution licences or supply licences held by any person; and (j) such other provisions as may be required for the efficient, cost-effective and transparent operation of the renewable energy tariff. (6) Before making regulations under this section, the Secretary of State must consult— (a) the Authority; (b) the energy suppliers to whom the proposed order may apply; (c) representatives of renewable energy producers to whom the proposed order would apply; and (d) such other persons, if any, as he considers appropriate. (7) Regulations under this section shall not be made unless a draft of the instrument containing it has been laid before, and approved by a resolution of, each House of Parliament.'.
That the clause be read a Second time.",515,Alan Simpson,Lab,2008-04-30,important
210,Homosexuality - Equal rights,"Adoption and Children Bill — General interpretation, etc.
Amendments made: No. 248, in page 74, line 12, at end insert— ""'enactment' includes an enactment comprised in subordinate legislation"" No. 257, in page 74,, leave out lines 24 and 25. No. 272, in page 74,, leave out lines 35 and 36. No. 47, in page 74, line 48, at end insert— '( ) Any power conferred by this Act to prescribe a fee by Order in Council or regulations includes power to prescribe— (a) a fee not exceeding a prescribed amount, (b) a fee calculated in accordance with the Order or, as the case may be, regulations, (c) a fee determined by the person to whom it is payable, being a fee of a reasonable amount.'.
amendment No. 227, in page 74, line 49, leave out subsection (2).",137,Jacqui Smith,Lab,2002-05-20,not_important
368,Schools - Greater Autonomy,"Academy arrangements
amendment 19, page 1, line 22, at end insert- (za) the school has regard to the regulations relating to schools admissions made under section 84 of the Schools Standards and Framework Act 1998; (zb) the school has regard to the regulations relating to the exclusion of pupils made under section 52 of the Education Act 2002;'.",58,Diana R. Johnson,Lab,2010-07-21,important
110,European Union - For,"European Union
That the draft European Union (Definition of Treaties) (Colombia and Peru Trade Agreement) Order 2013, which was laid before this House on 21 October, be approved.",28,,,2013-12-04,important
227,Homosexuality - Equal rights,"Registration of Births, deaths and marriages etc
That the draft Marriage of Same Sex Couples (Use of Armed Forces’ Chapels) Regulations 2014, which were laid before this House on 23 January, be approved.",33,,,2014-03-05,not_important
411,Stop climate change,"Climate Change Levy: Removal of Exemption for Electricity from Renewable Sources
That in paragraph 19 of Schedule 6 to the Finance Act 2000 (climate change levy: exemption for electricity from renewable sources), in sub-paragraph (3), before paragraph (a) insert— “(za) it is generated before 1 August 2015;”.",47,,,2015-07-14,important
60,European Union - For,"Addition to list of treaties
That the clause stand part of the Bill",13,,,2008-02-27,important
81,European Union - For,"Corporate Governance in Financial Institutions and Remuneration Policies
That this House takes note of European Union Document No. 10823/10 and Addendum 1 relating to a Green Paper on corporate governance in financial institutions and remuneration policies; and supports the Government's approach to work closely with the European Commission to deliver a strong, principles-based framework for financial sector corporate governance.",59,Shailesh Vara,Con,2010-12-14,not_important
177,Further devolution to Scotland,"Scotland Bill – Consent of the Scottish Parliament to certain Westminster Acts
‘(1) In section 28 of the Scotland Act 1998 (Acts of the Scottish Parliament), at the end add— “(8) But the Parliament of the United Kingdom must not pass Acts applying to Scotland that make provision about a devolved matter without the consent of the Scottish Parliament. “(9) A provision is about a devolved matter if the provision— (a) applies to Scotland and does not relate to reserved matters, (b) modifies the legislative competence of the Scottish Parliament, or (c) modifies the functions of any member of the Scottish Government. (1) In subsection (8), “Acts” includes any Act, whether a public general Act, a local and personal Act or a private Act. (2) After section 28 of the Scotland Act 1998 insert— “28A Duty to consult the Scottish Government on Bills applying to Scotland(1) A Minister of the Crown shall consult Scottish Ministers before introducing any Bill into the Parliament of the United Kingdom for an Act of that Parliament that would make provision applying to Scotland. (2) Where the Bill is for an Act making provision that would require the consent of the Scottish Parliament by virtue of section 28(8), the requirement to consult under subsection (1) includes a requirement that a Minister of the Crown give the Scottish Ministers a copy of the provisions of the Bill that apply to Scotland no later than— (a) 21 days before the proposed date of introduction, or (b) such later date as the Scottish Ministers may agree. (3) The requirement in subsection (2) does not apply if— (c) the Scottish Ministers so agree, or (d) there are exceptional circumstances justifying failure to comply with the requirement. (4) The reference in subsection (1) to an Act of Parliament is a reference to any Act whether a public general Act, a local and personal Act or a private Act.’",318,Angus Robertson,SNP,2015-06-15,important
275,More powers for local councils,"Housing and Planning Bill – Mandatory rents for high income local authority tenants
That this House disagrees with Lords amendment 54.",21,Brandon Lewis,Con,2016-05-03,not_important
490,Shift Powers from MPs in the Commons to Ministers,"Delay in proceedings under section 13
(1) Where within the period set out in section 13 either House of Parliament resolves that the content of an order is inappropriate for provision to be made under section [Power to remove or reduce burdens] , there shall be no further proceedings in respect thereof. (2) An order which has the same or similar effect to one that has previously been prevented from passing under the provisions of subsection (1) may not be laid under Part 1 within the subsequent two-year period. (3) In this section, ""two year period"" means the period of two years beginning with the day on which the draft order was laid before Parliament under section 12.'.
That the clause be read a Second time.",126,Jonathan Djanogly,Con,2006-05-16,important
11,Asylum System - More strict,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill – Entering United Kingdom without passport
No. 99, in page 2, line 30, at end insert— '(4A) Where a person is charged with an offence under subsections (1) and (2) above, and relies on a defence under subsections (3) and (4) above, if the person adduces evidence which is sufficient to raise an issue with respect to the matter, the court or jury shall assume that the defence is satisfied unless the prosecution proves beyond reasonable doubt that it is not.'.",89,David Heath ,LD,2004-03-01,important
90,European Union - For,"United Kingdom Parliamentary Sovereignty Bill
That the Bill be now read a Second time.",14,,,2011-03-18,not_important
83,European Union - For,"Status of EU law dependent on continuing statutory basis
Amendment 52, page 11, line 30, at end add- '(2) The Secretary of State shall prepare an annual report on the extent to which in the previous 12 months the provisions of subsection (1) have been challenged or questioned in the courts, including the European Court of Justice, identifying any challenge to the declaration contained in that subsection that the status of EU law is dependent on the continuing statutory basis provided by the European Communities Act 1972. (3) The report made under subsection (2) shall be laid before Parliament for its approval.'.",102,,,2011-01-11,important
354,Schools - Greater Autonomy,"Education and Inspections Bill
[Relevant documents: The First Report from the Education and Skills Committee, Session 2005–06, HC 633, The Schools White Paper: Higher Standards, Better Schools for All, and the Government's reply thereto, Cm 6747.]
That the Bill be now read a Second time.",45,Ruth Kelly,Lab,2006-03-15,important
328,Reduce Spending on Welfare Benefits,"Welfare Reform and Work Bill (Programme No. 3) – Tax credit reforms
“The measures in this Bill and (Income Thresholds and Determination of Rates) (Amendment) Regulations 2015 relating to the award of tax credits and the relevant entitlement within Universal Credit shall not take effect until the Secretary of State has implemented a scheme for full transitional protection for a minimum of three years for all families and individuals currently receiving tax credits before 5 April 2016, such transitional protection to be renewable after three years with parliamentary approval.”",89,Neil Gray,SNP,2015-10-27,not_important
79,European Union - For,"European Union Economic Governance
That this House takes note of European Union Documents (a) 9433/10, Commission Communication on reinforcing economic policy co-ordination, (b) 11807/10, Commission Communication on enhancing economic policy co-ordination for stability, growth and jobs - tools for stronger EU economic governance, (c) 14496/10, Proposal for a Council Regulation (EU) amending Regulation (EC) No. 1467/97 on speeding up and clarifying the implementation of the excessive deficit procedure, (d) 14497/10, Proposal for a Council Directive on requirements for budgetary frameworks of the Member States, (e) 14498/10, Proposal for a Regulation of the European Parliament and of the Council on the effective enforcement of budgetary surveillance in the euro area, (f) 14512/10, Proposal for a Regulation of the European Parliament and of the Council on enforcement measures to correct excessive macroeconomic imbalances in the euro area, (g) 14515/10, Proposal for a Regulation of the European Parliament and of the Council on the prevention and correction of macroeconomic imbalances, and (h) 14520/10, Proposal for a Regulation of the15 European Parliament and of the Council amending Regulation (EC) No. 1466/97 on the strengthening of the surveillance of budgetary positions and the surveillance and co-ordination of economic policies; notes the Report from the Task Force on Economic Governance in the European Union; notes with approval that budgetary and fiscal information will continue to be presented to Parliament before being given to EU20 institutions; and approves the Government's position, as endorsed by the Task Force that any sanctions proposed should not apply to the United Kingdom in consideration of Protocol 15 of the Treaty on the Functioning of the EU.",265,Mark Hoban,Con,2010-11-10,important
558,Identity cards - For introduction,"Identity Cards Bill (Programme) (No. 3)
That the Order of 28th June 2005 (Identity Cards Bill (Programme)) be further varied as follows: For paragraph 4 substitute— ""4. Proceedings on consideration shall (so far as not previously concluded) be brought to a conclusion at this day's sitting at the time specified in the second column of the following Table. TABL Proceedings	Time for conclusion ofproceeding New clauses and amendments relating to Clause 1	5.45 p.m Amendments relating to Clauses 2 to 7	7.15 p.m Remaining proceedings on consideration	One hour before the moment of interruption.""",94,Tony McNulty,Lab,2005-10-18,important
539,Increase VAT,"Housing
an amendment, to leave out from “House” to the end of the Question and add: “welcomes the first Opposition Day debate on housing in this Parliament; notes that house building under the previous administration fell to its lowest peacetime level since the 1920s; further notes that house building starts in England were 29 per cent higher in 2011 compared with 2009; believes there is still more to do to get Britain building; further notes that housing is the most affordable for first-time buyers for a decade and mortgage payments are the lowest since 1997 as a direct consequence of the decisive action to tackle the deficit brought about by the previous administration; notes that the Coalition Government’s affordable housing programme will deliver 170,000 affordable homes by 2015 and leverage £19.5 billion of investment; and welcomes the steps being taken to increase house building and unlock stalled sites and the comprehensive programme to get empty homes back into productive use.”",160,Mark Prisk,Con,2012-09-05,not_important
