motion_id,motion_topic,policy_id,motion_text_length,speaker,num_tokens,has_entity,motion_text,has_entity_date,has_entity_person,has_entity_event_or_org,aux_numeric_feature,date,date_continuous,motion_priority,party,motion_importance
102,European Union - For,1065,468,Emma Reynolds,77,True,european union (approval of treaty amendment decision) bill [lords] – impact of the european stability mechanism on the uk ‘the chancellor of the exchequer shall make a report to parliament within one year of the act coming into force and annually thereafter setting out an assessment of the impact of the european stability mechanism on the risks to the interests and obligations of the united kingdom from eurozone instability. that the clause be read a second time.,0,1,1,0.0865897874728999,2012-09-10,0.6818181818181818,important,Lab,important
103,European Union - For,1065,654,,99,True,"sulphur contents for marine fuels that this house takes note of european union document no. 13016/11 and addendum, relating to a commission communication on the review of the implementation of directive 1999/32/ec related to the sulphur content of certain liquid fuels and on further pollutant emissions reduction from maritime transport, and no. 12806/11 and addenda 1 and 2, relating to a draft directive amending directive 1999/32/ec as regards the sulphur content of marine fuels; and supports the government’s view that the proposed compromise, which is closely aligned with the international standard in the marpol convention, is a welcome outcome.",1,1,1,-0.1556772353920794,2012-10-17,0.6818181818181818,important,,important
104,European Union - For,1065,249,Mark Reckless,42,True,"european union free movement directive 2004 (disapplication) – multiannual financial framework (a), at line 9, leave out from ‘and’ to end and add‘; so calls on the government to strengthen its stance so that the next mff is reduced in real terms.’.",1,1,0,1.1677820616598074,2012-10-31,0.6818181818181818,important,Con,important
105,European Union - For,1065,1093,Greg Clark,150,True,"banking union and economic and monetary union [relevant document: the fourteenth report from the european scrutiny committee, on banking union and economic and monetary union, hc 86-xiv.] that this house takes note of european union documents no. 13682/12, a draft regulation amending regulation (ec) no. 1093/2010 establishing a european supervisory authority (european banking authority) as regards its interaction with council regulation (eu) no…/… conferring specific tasks on the european central 5 bank concerning policies relating to the prudential supervision of credit institutions, no. 13683/12, a draft regulation conferring specific tasks on the european central bank concerning policies relating to the prudential supervision of credit institutions, no. 13854/12, commission communication: a roadmap towards a banking union, and an unnumbered explanatory memorandum: towards a genuine economic and 10 monetary union: interim report; and welcomes the government’s decision to remain outside the new supervisory arrangements while protecting the single market in financial services.",1,1,1,0.2544208433012131,2012-11-06,0.6818181818181818,important,Con,important
106,European Union - For,1065,376,Greg Clark,57,True,"section 5 of the european communities (amendment) act 1993 that this house approves, for the purposes of section 5 of the european communities (amendment) act 1993, the government’s assessment as set out in the budget report, combined with the office for budget responsibility’s economic and fiscal outlook, which forms the basis of the united kingdom’s convergence programme.",1,1,1,0.3376026620752022,2013-04-22,0.7272727272727273,important,Con,important
107,European Union - For,1065,809,Chris Bryant,121,True,"2014 jha opt-out decision proposed: (c), leave out from ‘house’ to end and add ’believes the uk’s notification to the council, commission and presidency to opt out of all eu police and criminal justice measures adopted before december 2009 can only be made once the council and commission have committed to the uk’s ongoing participation in the european arrest warrant, the schengen information system ii, joint investigations teams, eu council decision 2000/375/jha on combating internet child pornography, eu council decision 2002/348/jha on international football security co-operation, exchange of criminal records, europol and eurojust, which will form part of the government’s formal application to rejoin the measures in command paper 8671 in accordance with article 10(5) of protocol 36 to the tfeu.’.",1,1,1,-0.4118769661224674,2013-07-15,0.7272727272727273,important,Lab,important
108,European Union - For,1065,647,Theresa May,105,True,"2014 jha opt-out decision believes that the uk should opt out of all eu police and criminal justice measures adopted before december 2009 and seek to rejoin measures where it is in the national interest to do so and invites the european scrutiny committee, the home affairs select committee and the justice select committee to submit relevant reports before the end of october, before the government opens formal discussions with the commission, council and other member states on the set of measures in command paper 8671, prior to the government’s formal application to rejoin measures in accordance with article10(5) of protocol 36 to the tfeu.",1,1,1,-0.4876062240724935,2013-07-15,0.7272727272727273,important,Con,important
109,European Union - For,1065,603,James Brokenshire,92,True,"2014 jha opt-out decision – proposed europol regulation that this house takes note of european union document no. 8229/13 and addenda 1 to 6, a draft regulation of the european parliament and of the council on the european union agency for law enforcement cooperation and training (europol) and repealing decisions 2009/371/jha and 2005/681/jha; and agrees with the government that the uk should opt into the regulation post-adoption, provided that europol is not given the power to direct national law enforcement agencies to initiate investigations or share data that conflicts with national security.",1,1,1,,2013-07-15,0.7272727272727273,not_important,Con,not_important
110,European Union - For,1065,178,,28,True,"european union that the draft european union (definition of treaties) (colombia and peru trade agreement) order 2013, which was laid before this house on 21 october, be approved.",1,1,0,0.3944521423782968,2013-12-04,0.7272727272727273,important,,important
111,European Union - For,1065,271,Ed Vaizey,41,True,"european union (approvals) bill [lords] [relevant documents: 23rd report from the european scrutiny committee, session 2012-13, hc 86-xxiii, chapter 11; and 25th report from the european scrutiny committee, hc 83-xxii, chapter 1.] that the bill be now read a second time.",1,1,1,-0.4209844808202629,2014-01-13,0.7727272727272727,important,Con,important
112,European Union - For,1065,79,Christopher Chope,13,True,benefit entitlement (restriction) bill that the bill be now read a second time.,0,1,1,0.2897748568964129,2014-01-17,0.7727272727272727,important,Con,important
113,European Union - For,1065,642,David Lidington,92,True,"transparency of lobbying, non-party campaigning and trade union administration bill – commission work programme 2014 [relevant document: the twenty-fifth report from the european scrutiny committee, hc83-xxii.] that this house takes note of european union document no. 15521/13 and addendum, a commission communication: commission work programme 2014; agrees that this document is a useful tool for planning the government’s and parliament’s engagement with the eu in 2014; and supports the government’s view that measures which promote growth and jobs in the eu, including measures towards completing the single market, are the top priority.",1,1,1,2.075400798645439,2014-01-22,0.7727272727272727,important,Con,important
114,European Union - For,1065,1413,Chris Heaton-Harris,223,True,"european union (approvals) bill [lords] — approval of draft decisions under article 352 of tfeu [relevant documents: 23rd report from the european scrutiny committee, session 2012-13, hc 86-xxiii, chapter 11; and 25th report from the european scrutiny committee, hc 83-xxii, chapter 1.] amendment 4, in page 1, line 4, leave out subsection (2) and insert— ‘(2) the draft decision of the council of the european union under article 352 of tfeu to adopt the council regulation on the deposit of the historical archives of the institutions at the european university institute in florence (document number 6867/ 13) is approved. (2a) the draft decision of the council of the european union under article 352 of tfeu to adopt the council regulation establishing for the period 2014-2020 the programme “europe for citizens” (document number 12557/13) shall be approved once— (a) the secretary of state has laid a report before both houses of parliament stating that— (i) expenditure under the programme may be used only to fund education about and reflection on the holocaust, armed conflicts and totalitarian regimes in europe’s history; and (ii) no expenditure under the programme may be used to fund the promotion of european union citizenship, integration or institutions; and (b) following the laying of this report, both houses of parliament have passed a resolution that the draft decision shall be approved.’.",1,1,1,0.8711247034316923,2014-01-27,0.7727272727272727,important,Con,important
115,European Union - For,1065,327,,51,True,"european union (approvals) bill [lords] — approval of draft decisions under article 352 of tfeu [relevant documents: 23rd report from the european scrutiny committee, session 2012-13, hc 86-xxiii, chapter 11; and 25th report from the european scrutiny committee, hc 83-xxii, chapter 1.] that the bill be now read a third time.",1,1,1,-0.3260235321678411,2014-01-27,0.7727272727272727,important,,important
116,European Union - For,1065,427,Nicky Morgan,63,True,"section 5 of the european communities (amendment) act 1993 approves, for the purposes of section 5 of the european communities (amendment) act 1993, the government’s assessment as set out in budget 2014 and autumn statement 2013, combined with the office for budget responsibility’s economic and fiscal outlook (2014) and fiscal sustainability report (2013), which forms the basis of the united kingdom’s convergence programme.",1,1,1,1.2012139221639448,2014-04-30,0.7727272727272727,important,Con,important
117,European Union - For,1065,1175,Theresa May,169,True,"criminal law [relevant documents: nineteenth report from the european scrutiny committee, documents considered by the committeeon 5 november 2014, hc 219-xviii; seventeenth report from the european scrutiny committee, the uk’s block opt-out decision: summaryand update report, hc 762; twenty-first report from the european scrutiny committee, session 2013-14, the uk’s block opt-out ofpre-lisbon criminal law and policing measures, hc 683, and the government response, hc 978; ninth report from the home affairs committee, session 2013-14, pre-lisbon treaty eu police andcriminal justice measures: the uk’s opt-in decision, hc 615, and the government response, hc 954; eighth report from the justice committee, session 2013-14, ministry of justice measures in the jhablock opt-out, hc 605, and the government response, hc 972; first joint report from the european scrutiny, home affairs and justice committees, session 2013-14,the government’s response to the committee’s reports on the 2014 block opt-out decision, hc 1177.] that the draft criminal justice and data protection (protocol no. 36) regulations 2014, which were laid before this house on 3 november, be approved.",1,1,1,-0.4080753730215514,2014-11-10,0.7727272727272727,important,Con,important
118,European Union - For,1065,1216,Yvette Cooper,178,True,"eu justice and home affairs measures [relevant documents: twenty-first report from the european scrutiny committee, session 2013-14, the uk’s block opt-out of pre-lisbon criminal law and policing measures, hc 683, and the government response, hc 978; seventeenth report from the european scrutiny committee, the uk’s block opt-out decision: summary and update report, hc 762; nineteenth report from the european scrutiny committee, documents considered by the committee on 5 november 2014, hc 219-xviii; ninth report from the home affairs committee, session 2013-14, pre-lisbon treaty eu police and criminal justice measures: the uk’s opt-in decision, hc 615, and the government response, hc 954 eighth report from the justice committee, session 2013-14, ministry of justice measures in the jha block opt-out, hc 605, and the government response, hc 972; first joint report from the european scrutiny, home affairs and justice committees, session 2013-14, the government’s response to the committee’s reports on the 2014 block opt-out decision, hc 1177] that this house endorses the government’s formal application to rejoin 35 european union justice and home affairs measures, including the european arrest warrant.",1,1,1,-2.038124535177854,2014-11-19,0.7727272727272727,important,Lab,important
119,European Union - For,1065,162,,24,True,"road traffic that the draft passenger and goods vehicles (tachographs) (amendment) regulations 2016, which were laid before this house on 12 january, be approved.",1,1,0,-1.008086310917404,2016-02-24,0.8636363636363636,not_important,,not_important
120,European Union - For,1065,697,,105,True,"eu measures to combat terrorism that this house takes note of european union document no. 14926/15, a proposal for a directive on combating terrorism and replacing council framework decision 2002/475/jha; endorses the government’s decision not to opt in under protocol 21 on the position of the united kingdom and ireland in respect of the area of freedom, security and justice annexed to the eu treaties; and supports the government’s approach of working with other member states to support our international partners and strengthen the international response to the threat from terrorism, recognising that national security is a matter for individual nations through their sovereign parliaments.",1,1,1,-1.8707919210258557,2016-03-09,0.8636363636363636,important,,important
121,European Union - For,1065,531,Lisa Nandy,86,True,"energy bill [lords] – emissions trading: united kingdom carbon account “in section 27 (net uk carbon account) of the climate change act 2008, after subsection (3) insert— ‘(3a) in respect of any period commencing after 31 december 2027, the regulations must not make provision for carbon units to be credited to or debited from the net united kingdom carbon account on the basis of the number of carbon units surrendered by operators of installations in the united kingdom pursuant to the european union emissions trading scheme.’”",1,1,1,-0.3515134840413086,2016-03-14,0.8636363636363636,important,Lab,important
122,European Union - For,1065,430,,64,True,"section 5 of the european communities (amendment) act 1993 that this house approves, for the purposes of section 5 of the european communities (amendment) act 1993, the government’s assessment as set out in the budget report and autumn statement, combined with the office for budget responsibility’s economic and fiscal outlook and fiscal sustainability report, which forms the basis of the united kingdom’s convergence programme.",1,1,1,0.0184183791895517,2016-03-23,0.8636363636363636,important,,important
123,European Union - For,1065,574,John Martin McDonnell,96,True,"eu membership: economic benefits [relevant documents: first report from the treasury committee, the economic and financial costs and benefits of the uk's eu membership, hc 122.] that this house believes that the uk needs to stay in the eu because it offers the best framework for trade, manufacturing, employment rights and cooperation to meet the challenges the uk faces in the world in the twenty-first century; and notes that tens of billions of pounds worth of investment and millions of jobs are linked to the uk’s membership of the eu, the biggest market in the world.",0,1,1,,2016-06-15,0.8636363636363636,important,Lab,important
124,European Union - For,1065,489,Andy Burnham,87,True,"eu nationals in the uk that this house notes that there are approximately three million nationals of other eu member states living in the uk; further notes that many more uk nationals are related to nationals of other eu member states; rejects the view that these men, women and children should be used as bargaining chips in negotiations on the uk’s exit from the eu; and calls on the government to commit with urgency to giving eu nationals currently living in the uk the right to remain",0,1,0,0.3269273737641626,2016-07-06,0.8636363636363636,not_important,Lab,not_important
125,European Union - For,1065,202,Charlie Elphicke,33,True,european union (uk withdrawal from membership) that leave be given to bring in a bill to implement the withdrawal of the united kingdom from membership of the european union; and for connected purposes.,0,1,1,-0.2191005288088642,2016-09-14,0.8636363636363636,important,Con,important
126,European Union - For,1065,341,David Davis,58,True,"the government's plan for brexit an amendment, at end add: “, consistently with the principles agreed without division by this house on 12 october; recognises that this house should respect the wishes of the united kingdom as expressed in the referendum on 23 june; and further calls on the government to invoke article 50 by 31 march 2017.”",1,1,0,0.8294055811834892,2016-12-07,0.8636363636363636,important,Con,important
127,European Union - For,1065,470,Stephen Gethins,78,True,"european union (notification of withdrawal) bill – financial liability of the uk towards the eu “the prime minister may not exercise the power under section 1 until the chancellor of the exchequer has— (a) published an assessment of the financial liability of the uk towards the eu following the united kingdom’s withdrawal from the european union, and (b) made a statement to the house of commons on the economic impact of the united kingdom leaving the single market.”",0,1,1,-2.211135309007885,2016-12-07,0.8636363636363636,important,SNP,important
128,European Union - For,1065,971,Paul Blomfield,141,True,"european union (notification of withdrawal) bill – conduct of negotiations “before giving any notification under article 50(2) of the treaty on european union, the prime minister shall give an undertaking to have regard to the public interest during negotiations in— (a) maintaining a stable and sustainable economy, (b) preserving peace in northern ireland, (c) having trading arrangements with the european union for goods and services that are free of tariff and non-tariff barriers and further regulatory burdens, (d) co-operation with the european union in education, research and science, environment protection, and preventing and detecting serious and organised crime and terrorist activity, (e) maintaining all existing social, economic, consumer and workers’ rights.”—(paul blomfield.) this new clause sets out statutory objectives that the government must have regard to whilst carrying out negotiations under article 50. that the clause be read a second time.",0,1,1,,2017-02-08,0.9090909090909092,important,Lab,important
129,European Union - For,1065,352,Harriet Harman,54,True,"european union (notification of withdrawal) bill – effect of notification of withdrawal “nothing in this act shall affect the continuation of those residence rights enjoyed by eu citizens lawfully resident in the united kingdom on 23 june 2016, under or by virtue of directive 2004/38/ec, after the united kingdom’s withdrawal from the european union.”",1,1,1,0.7708651938869668,2017-02-08,0.9090909090909092,important,Lab,important
130,European Union - For,1065,354,Paul Blomfield,53,True,"european union (notification of withdrawal) bill – nuclear collaboration “(1) nothing in this act shall affect the uk’s membership of the european atomic agency community (euratom). (2) notwithstanding the provisions of any other act, her majesty’s government shall treat the process of leaving euratom as separate to that of leaving the european union.”",0,1,1,-1.4785862457798415,2017-02-08,0.9090909090909092,important,Lab,important
131,European Union - For,1065,139,David Davis,22,True,european union (notification of withdrawal) bill – power to notify withdrawal from the eu that this house disagrees with lords amendment 1.,0,1,1,1.143754043206929,2017-03-13,0.9090909090909092,important,Con,important
132,European Union - For,1065,139,,22,True,european union (notification of withdrawal) bill – power to notify withdrawal from the eu that this house disagrees with lords amendment 2.,0,1,1,,2017-03-13,0.9090909090909092,not_important,,not_important
133,European Union - For,1065,430,David Gauke,64,True,"section 5 of the european communities (amendment) act 1993 that this house approves, for the purposes of section 5 of the european communities (amendment) act 1993, the government’s assessment as set out in the budget report and autumn statement, combined with the office for budget responsibility’s economic and fiscal outlook and fiscal sustainability report, which forms the basis of the united kingdom’s convergence programme.",1,1,1,-0.4152879139008013,2017-04-19,0.9090909090909092,important,Con,important
134,European Union - For,1065,394,,64,True,"economy and jobs that an humble address be presented to her majesty, as follows: most gracious sovereign, we, your majesty’s most dutiful and loyal subjects, the commons of the united kingdom of great britain and northern ireland in parliament assembled, beg leave to offer our humble thanks to your majesty for the gracious speech which your majesty has addressed to both houses of parliament.",0,1,0,0.6327818661062848,2017-06-29,0.9090909090909092,not_important,,not_important
135,European Union - For,1065,1558,Keir Starmer,236,True,"european union (withdrawal) bill ‘that this house respects the eu referendum result and recognises that the uk will leave the eu, believes that insisting on proper scrutiny of this bill and its proposed powers is the responsibility of this sovereign parliament, recognises the need for considered and effective legislation to preserve eu-derived rights, protections and regulations in uk law as the uk leaves the eu but declines to give a second reading to the european union (withdrawal) bill because the bill fails to protect and reassert the principle of parliamentary sovereignty by handing sweeping powers to government ministers allowing them to bypass parliament on key decisions, without any meaningful or guaranteed parliamentary scrutiny, fails to include a presumption of devolution which would allow effective transfer of devolved competencies coming back from the eu to the devolved administrations and makes unnecessary and unjustified alterations to the devolution settlements, fails to provide certainty that rights and protections will be enforced as effectively in the future as they are at present, risks weakening human rights protections by failing to transpose the eu charter of fundamental rights into uk law, provides no mechanism for ensuring that the uk does not lag behind the eu in workplace protections and environmental standards in the future and prevents the uk implementing strong transitional arrangements on the same basic terms we currently enjoy, including remaining within a customs union and within the single market.’.",0,1,1,2.270692857804396,2017-09-11,0.9090909090909092,important,Lab,important
136,European Union - For,1065,73,,13,True,european union (withdrawal) bill that the bill be now read a second time.,0,1,1,0.1818662550584951,2017-09-11,0.9090909090909092,important,,important
137,European Union - For,1065,426,Hywel Williams,67,True,"european union (withdrawal) bill – repeal of the european communities act 1972 79, page 1, line 3, at end insert— ‘(2) regulations under section 19(2) bringing into force subsection (1) may not be made until the prime minister is satisfied that resolutions have been passed by the scottish parliament, the national assembly for wales and the northern ireland assembly signifying consent to the commencement of subsection (1).”",1,1,1,0.248220586300336,2017-11-14,0.9090909090909092,important,PC,important
138,European Union - For,1065,118,,20,True,european union (withdrawal) bill – repeal of the european communities act 1972 that the clause stand part of the bill.,1,1,1,-0.4593608995402441,2017-11-14,0.9090909090909092,important,,important
139,European Union - For,1065,271,Joanna Cherry,46,True,"european union (withdrawal) bill – interpretation of retained eu law 137, page 3, line 34, leave out subsection (2) and insert— “(2) when interpreting retained eu law after exit day a court or tribunal shall pay due regard to any relevant decision of the european court.”",0,1,1,-0.8498443694647918,2017-11-14,0.9090909090909092,important,SNP,important
140,European Union - For,1065,1724,Ellie Reeves,290,True,"european union (withdrawal) bill – provisions relating to the eu or the eea in respect of eu-derived domestic legislation “(1) notwithstanding the provisions of section 5(1), hm government shall make arrangements to report to both houses of parliament whenever circumstances arising in section 2(2)(d) would otherwise have amended provisions or definitions in uk law had the uk remained a member of the eu or eea beyond exit day. (2) notwithstanding the provisions of section 5(1) and having reported to both houses of parliament, hm government is bound to consider whether it should incorporate amended provisions or definitions into uk law, in order to ensure that the rights of workers and employees in the uk are no less favourable than they would have been had the uk remained a member of the eu or eea beyond exit day. (3) such circumstances arising in section 2(2)(d) include but are not limited to— (a) any future eu directives relating to family-friendly employment rights; including but not limited to rights for pregnant workers and employees, and those returning from maternity leave, (b) any future eu directives relating to gender equality, (c) the proposed directive of the european parliament and of the council on work-life balance for parents and carers. (4) reports presented under subsection (1) must include— (i) an assessment of how such amendments to uk law would have impacted sex equality in the uk had the uk remained a member of the eu or eea beyond exit day and (ii) an assessment of how a failure to implement amended provisions or definitions in uk law will impact the ability of families to combine work and care in the uk and gender equality in the uk.” that the clause be read a second time.",0,1,1,0.8303358165442456,2017-11-21,0.9090909090909092,important,Lab,important
141,European Union - For,1065,162,Paul Blomfield,27,True,"european union (withdrawal) bill – exceptions to savings and incorporation 46, in clause 5, page 3, line 20, leave out subsection (4). that the amendment be made.",0,1,1,-0.8560838259088672,2017-11-21,0.9090909090909092,not_important,Lab,not_important
142,European Union - For,1065,1359,Paul Blomfield,249,True,"european union (withdrawal) bill – further provision about exceptions to savings and incorporation 336, page 15, line 17, leave out paragraphs 2 and 3 and insert— “2a (1) any general principle of eu law will remain part of domestic law on or after exit day if— (a) it was recognised as a general principle of eu law by the european court in a case decided before exit day (whether or not as an essential part of the decision in the case); (b) it was recognised as a general principle of eu law in the eu treaties immediately before exit day; (c) it was recognised as a general principle of eu law by any direct eu legislation (as defined in section 3(2) of this act) operative immediately before exit day; or (d) it was recognised as a general principle of eu law by an eu directive that was in force immediately before exit day. 2b without prejudice to the generality of paragraph 2a, the principles set out in article 191 of the treaty on the functioning of the european union shall be considered to be general principles for the purposes of that paragraph. 2c for the purposes of paragraphs 1a and 1b the exit day appointed must be the same day as is appointed for section 5(1) of this act and must not be before the end of any transitional period agreed under article 50 of the treaty on the functioning of the european union.” that the amendment be made.",0,1,1,0.0715662372193924,2017-11-21,0.9090909090909092,important,Lab,important
143,European Union - For,1065,373,Tom Brake,62,True,"european union (withdrawal) bill – dealing with deficiencies arising from withdrawal 124, page 6, line 10, at end insert— “(ca) weaken, remove or replace any requirement of law in effect in the united kingdom place immediately before exit day which, in the opinion of the minister, was a requirement up to exit day of the united kingdom’s membership of the single market,’.",0,1,1,-0.4776574467651167,2017-12-12,0.9090909090909092,not_important,Con,not_important
144,European Union - For,1065,480,Heidi Alexander,80,True,"european union (withdrawal) bill – eea agreement “(1) no minister may, under this act, notify the withdrawal of the united kingdom from the eea agreement, whether under article 127 of that agreement or otherwise. (2) regulations under this act may not make any provision that would constitute a breach of the united kingdom’s obligations under the eea agreement. (3) regulations under this act may not amend or repeal subsection (1) or (2).” that the clause be read a second time.",0,1,1,0.4789798257463918,2017-12-13,0.9090909090909092,not_important,Lab,not_important
145,European Union - For,1065,721,Chris Leslie,126,True,"european union (withdrawal) bill – customs duties “a minister of the crown may not make regulations to appoint exit day until royal assent is granted to an act of parliament making provision for the substitution of section 5 (customs duties) of the european communities act 1972 with provisions that shall allow the united kingdom to remain a member of the eu common customs tariff and common commercial policy.”—(mr leslie.) this new clause would ensure that provisions allowing the uk to remain a member of the customs union, as currently set out in section 5 of the european communities act 1972 but set to be repealed by section 1 of this act, will be enacted ahead of exit day. that the clause be read a second time.",1,1,1,,2017-12-20,0.9090909090909092,important,Lab,important
146,European Union - For,1065,1100,Kenneth Clarke,182,True,"european union (withdrawal) bill – implementation and transition ‘(1) her majesty’s government shall seek to secure a transition period prior to the implementation of the withdrawal agreement of not less than two years in duration, during which— (a) access between eu and uk markets should continue on the terms existing prior to exit day, (b) the structures of eu rules and regulations existing prior to exit day shall be maintained, (c) the uk and eu shall continue to take part in the level of security cooperation existing prior to exit day, (d) new processes and systems to underpin the future partnership between the eu and uk can be satisfactorily implemented, including a new immigration system and new regulatory arrangements, (e) financial commitments made by the united kingdom during the course of uk membership of the eu shall be honoured. (2) no minister of the crown shall appoint exit day if the implementation and transition period set out in subsection (1) does not feature in the withdrawal arrangements between the uk and the european union.’ that the clause be added to the bill.",0,1,1,1.0375399442578992,2017-12-20,0.9090909090909092,not_important,Con,not_important
147,European Union - For,1065,424,Kerry McCarthy,66,True,"european union (withdrawal) bill – saving for rights etc. under section 2(1) of the eca amendment 57, page 2, line 42, leave out clause 4. this amendment is linked to nc19, which would aim to preserve, more comprehensively than the existing clause 4, rights, powers, liabilities, obligations, restrictions, remedies and procedures derived from eu law and incorporated into domestic law via the european communities act 1972.",1,1,1,-0.510016398854747,2018-01-16,0.9545454545454546,important,Lab,important
148,European Union - For,1065,2659,Paul Blomfield,459,True,"european union (withdrawal) bill – 4, page 3, line 23, leave out subsections (4) and (5) and insert— ‘(4) notwithstanding subsection (5), the charter of fundamental rights continues to apply to retained eu law after exit day save as set out in subsections (5) and (5a) below and all references in the charter to “the law of the union” shall be deleted and replaced with “retained eu law”. (5) the following provisions of the charter shall not apply after exit day— (a) the preamble, and (b) title v. (5a) article 47 of the charter shall apply after exit day as if it was drafted as follows— “right to a fair trial “everyone whose rights and freedoms guaranteed by retained eu law are violated is entitled to a fair and public hearing within a reasonable time by an independent and impartial tribunal previously established by law. everyone shall have the possibility of being advised, defended and represented. “legal aid shall be made available to those who lack sufficient resources insofar as such aid is necessary to ensure effective access to justice.” (5b) with effect from exit day eu retained law, so far as it is possible to do so, must be interpreted consistently with the charter. (5c) with effect from exit day decisions, judgments, advisory opinions of the court of justice of the european union must be taken into account when determining cases under the charter. (5d) with effect from exit day in relation to the rights conferred by the charter with respect to retained eu law— (a) section 4 of the human rights act 1998 shall apply and the words “a convention right” shall be replaced by “a charter right” and all references to “primary legislation” shall be replaced by “retained eu law”, (b) section 5 of the human rights act 1998 shall apply, (c) section 12 of the human rights act 1998 shall apply and the words “the convention right to freedom of expression” shall be replaced by “the charter right to freedom of expression and information”, and (d) section 13 of the human rights act 1998 shall apply and the words “the convention right to freedom of thought, conscience and religion” shall be replaced by “the charter right to freedom of thought, conscience and religion”. (5e) with effect from exit day, any derogation or reservation made under sections 14 or 15 of the human rights act 1998 shall apply to rights under the charter in the same manner as they apply to convention rights. (5f) with effect from exit day sections 16 or 17 of the human rights act 1998 shall apply to rights under the charter in the same manner as they apply to convention rights.” european union (withdrawal) bill – exceptions to savings and incorporation",1,1,1,,2018-01-16,0.9545454545454546,important,Lab,important
149,European Union - For,1065,388,Peter Grant,64,True,"european union (withdrawal) bill – dealing with deficiencies arising from withdrawal 59, page 7, line 16, at end insert— ‘(5) no regulations may be made under this section until the secretary of state has signed an agreement with the european union guaranteeing that the united kingdom will remain a permanent member of the eu single market and customs union.” that the amendment be made.",0,1,1,-0.9787637157823074,2018-01-17,0.9545454545454546,important,SNP,important
150,European Union - For,1065,1778,David Davis,310,True,"european union (withdrawal) bill – consequential, transitional, transitory and saving provision amendments made: 37, page 62, line 25, at end insert— ‘( ) paragraph 3 of schedule 1 does not apply in relation to any proceedings begun within the period of 3 months beginning with exit day so far as— (a) the proceedings involve a challenge to anything which occurred before exit day, and (b) the challenge is not for the disapplication or quashing of— (i) an act of parliament or a rule of law which is not an enactment, or (ii) any enactment, or anything else, not falling within sub-paragraph (i) which, as a result of anything falling within that sub-paragraph, could not have been different or which gives effect to, or enforces, anything falling within that sub-paragraph.” this amendment amends the effect of paragraph 3 of schedule 1 by permitting legal challenges on or after exit day based on the general principles of eu law where those challenges relate to anything which happened before exit day, are made within 3 months of exit day and are not for the disapplication or quashing of an act of parliament or the common law or anything related to them. amendment 38, page 62, line 29, at end insert “or made on or after that day by virtue of this paragraph”.—(mr baker.) this amendment ensures that paragraph 3(2) of schedule 1 does not prevent certain legal challenges and other action on or after exit day on the basis of incompatibility with any of the general principles of eu law where those challenges or that action is also based on the necessary consequences of a decision of a court or tribunal made on or after exit day as a result of amendment 37 or under other transitional provisions in paragraph 27 of schedule 8. that the bill be now read the third time.",0,1,1,-0.4442932600761116,2018-01-17,0.9545454545454546,not_important,Con,not_important
151,European Union - For,1065,973,Alan Whitehead,166,True,"nuclear safeguards bill – transition period “(1) the secretary of state shall, upon laying any statement under subsection (3a) of section 76a of the energy act 2013, seek to secure a transition period prior to the implementation of withdrawal from euratom of not less than two years. (2) during a transition period under subsection (1), any— (a) conditions under which the uk is a member of euratom before exit day shall continue to apply; (b) obligations upon the uk which derive from membership of euratom before exit day shall continue to apply; (c) structures for uk participation in euratom that are in place before exit day shall be maintained; and (d) financial commitment to euratom made by the uk during the course of uk membership of euratom before exit day shall be honoured.”.—(dr whitehead.) this new clause would aim to put in place a transition period, during which the uk could seek to secure an association to euratom that the clause be read a second time.",1,1,1,0.3773004930448522,2018-01-23,0.9545454545454546,important,Lab,important
152,European Union - For,1065,100,Keir Starmer,15,True,european union (withdrawal) bill – commencement and short title amendment (a) to lords amendment 51.,0,1,1,,2018-06-13,0.9545454545454546,not_important,Lab,not_important
153,European Union - For,1065,113,Robin Walker,17,True,european union (withdrawal) bill – commencement and short title that this house disagrees with lords amendment 51,0,1,1,-0.9221653241776254,2018-06-13,0.9545454545454546,not_important,Con,not_important
154,European Union - For,1065,128,Robert Buckland,20,True,european union (withdrawal) bill – repeal of the european communities act 1972 that this house disagrees with lords amendment 2.,1,1,1,0.8696059201056602,2018-06-13,0.9545454545454546,important,Con,important
155,European Union - For,1065,124,Robert Buckland,18,True,european union (withdrawal) bill – exceptions to savings and incorporation that this house disagrees with lords amendment 5.,0,1,1,1.355637858804951,2018-06-13,0.9545454545454546,not_important,Con,not_important
156,European Union - For,1065,148,Robert Buckland,21,True,european union (withdrawal) bill – further provision about exceptions to savings and incorporation that this house disagrees with lords amendment 53,0,1,1,0.4134349032237008,2018-06-13,0.9545454545454546,not_important,Con,not_important
157,European Union - For,1065,141,Robert Buckland,20,True,european union (withdrawal) bill – maintenance of eu environmental principles and standards that this house disagrees with lords amendment 3.,0,1,1,1.876795812558066,2018-06-13,0.9545454545454546,important,Con,important
