motion_id,motion_topic,policy_id,motion_text_length,speaker,num_tokens,has_entity,motion_text,has_entity_date,has_entity_person,has_entity_event_or_org,aux_numeric_feature,date,date_continuous,motion_priority,party
129,European Union - For,1065,352,Harriet Harman,54,True,"European Union (Notification of Withdrawal) Bill – Effect of notification of withdrawal
“Nothing in this Act shall affect the continuation of those residence rights enjoyed by EU citizens lawfully resident in the United Kingdom on 23 June 2016, under or by virtue of Directive 2004/38/EC, after the United Kingdom’s withdrawal from the European Union.”",True,True,True,0.7708651938869668,2017-02-08,0.9090909090909092,,Lab
130,European Union - For,1065,354,Paul Blomfield,53,True,"European Union (Notification of Withdrawal) Bill – Nuclear Collaboration
“(1) Nothing in this Act shall affect the UK’s membership of the European Atomic Agency Community (Euratom). (2) Notwithstanding the provisions of any other Act, Her Majesty’s Government shall treat the process of leaving Euratom as separate to that of leaving the European Union.”",False,True,True,-1.4785862457798415,2017-02-08,0.9090909090909092,,Lab
131,European Union - For,1065,139,David Davis,22,True,"European Union (Notification of Withdrawal) Bill – Power to notify withdrawal from the EU
That this House disagrees with Lords amendment 1.",False,True,True,1.143754043206929,2017-03-13,0.9090909090909092,,Con
132,European Union - For,1065,139,,22,True,"European Union (Notification of Withdrawal) Bill – Power to notify withdrawal from the EU
That this House disagrees with Lords amendment 2.",False,True,True,,2017-03-13,0.9090909090909092,,
133,European Union - For,1065,430,David Gauke,64,True,"Section 5 of the European Communities (Amendment) Act 1993
That this House approves, for the purposes of Section 5 of the European Communities (Amendment) Act 1993, the Government’s assessment as set out in the Budget Report and Autumn Statement, combined with the Office for Budget Responsibility’s Economic and Fiscal Outlook and Fiscal Sustainability Report, which forms the basis of the United Kingdom’s Convergence Programme.",True,True,True,-0.4152879139008013,2017-04-19,0.9090909090909092,,Con
134,European Union - For,1065,394,,64,True,"Economy and Jobs
That an Humble Address be presented to Her Majesty, as follows: Most Gracious Sovereign, We, Your Majesty’s most dutiful and loyal subjects, the Commons of the United Kingdom of Great Britain and Northern Ireland in Parliament assembled, beg leave to offer our humble thanks to Your Majesty for the Gracious Speech which Your Majesty has addressed to both Houses of Parliament.",False,True,False,0.6327818661062848,2017-06-29,0.9090909090909092,,
135,European Union - For,1065,1558,Keir Starmer,236,True,"European Union (Withdrawal) Bill
‘That this House respects the EU referendum result and recognises that the UK will leave the EU, believes that insisting on proper scrutiny of this Bill and its proposed powers is the responsibility of this sovereign Parliament, recognises the need for considered and effective legislation to preserve EU-derived rights, protections and regulations in UK law as the UK leaves the EU but declines to give a Second Reading to the European Union (Withdrawal) Bill because the Bill fails to protect and reassert the principle of Parliamentary sovereignty by handing sweeping powers to Government Ministers allowing them to bypass Parliament on key decisions, without any meaningful or guaranteed Parliamentary scrutiny, fails to include a presumption of devolution which would allow effective transfer of devolved competencies coming back from the EU to the devolved administrations and makes unnecessary and unjustified alterations to the devolution settlements, fails to provide certainty that rights and protections will be enforced as effectively in the future as they are at present, risks weakening human rights protections by failing to transpose the EU Charter of Fundamental Rights into UK law, provides no mechanism for ensuring that the UK does not lag behind the EU in workplace protections and environmental standards in the future and prevents the UK implementing strong transitional arrangements on the same basic terms we currently enjoy, including remaining within a customs union and within the Single Market.’.",False,True,True,2.270692857804396,2017-09-11,0.9090909090909092,,Lab
136,European Union - For,1065,73,,13,True,"European Union (Withdrawal) Bill
That the Bill be now read a Second time.",False,True,True,0.18186625505849516,2017-09-11,0.9090909090909092,,
137,European Union - For,1065,426,Hywel Williams,67,True,"European Union (Withdrawal) Bill – Repeal of the European Communities Act 1972
79, page 1, line 3, at end insert— ‘(2) Regulations under section 19(2) bringing into force subsection (1) may not be made until the Prime Minister is satisfied that resolutions have been passed by the Scottish Parliament, the National Assembly for Wales and the Northern Ireland Assembly signifying consent to the commencement of subsection (1).”",True,True,True,0.24822058630033608,2017-11-14,0.9090909090909092,,PC
138,European Union - For,1065,118,,20,True,"European Union (Withdrawal) Bill – Repeal of the European Communities Act 1972
That the clause stand part of the Bill.",True,True,True,-0.4593608995402441,2017-11-14,0.9090909090909092,,
139,European Union - For,1065,271,Joanna Cherry,46,True,"European Union (Withdrawal) Bill – Interpretation of retained EU law
137, page 3, line 34, leave out subsection (2) and insert— “(2) When interpreting retained EU law after exit day a court or tribunal shall pay due regard to any relevant decision of the European Court.”",False,True,True,-0.8498443694647918,2017-11-14,0.9090909090909092,,SNP
140,European Union - For,1065,1724,Ellie Reeves,290,True,"European Union (Withdrawal) Bill – Provisions relating to the EU or the EEA in respect of EU-derived domestic legislation
“(1) Notwithstanding the provisions of section 5(1), HM Government shall make arrangements to report to both Houses of Parliament whenever circumstances arising in section 2(2)(d) would otherwise have amended provisions or definitions in UK law had the UK remained a member of the EU or EEA beyond exit day. (2) Notwithstanding the provisions of section 5(1) and having reported to both Houses of Parliament, HM Government is bound to consider whether it should incorporate amended provisions or definitions into UK law, in order to ensure that the rights of workers and employees in the UK are no less favourable than they would have been had the UK remained a member of the EU or EEA beyond exit day. (3) Such circumstances arising in section 2(2)(d) include but are not limited to— (a) any future EU Directives relating to family-friendly employment rights; including but not limited to rights for pregnant workers and employees, and those returning from maternity leave, (b) any future EU Directives relating to gender equality, (c) the proposed Directive of the European Parliament and of the Council on work-life balance for parents and carers. (4) Reports presented under subsection (1) must include— (i) an assessment of how such amendments to UK law would have impacted sex equality in the UK had the UK remained a member of the EU or EEA beyond exit day and (ii) an assessment of how a failure to implement amended provisions or definitions in UK law will impact the ability of families to combine work and care in the UK and gender equality in the UK.”
That the clause be read a Second time.",False,True,True,0.8303358165442456,2017-11-21,0.9090909090909092,,Lab
141,European Union - For,1065,162,Paul Blomfield,27,True,"European Union (Withdrawal) Bill – Exceptions to savings and incorporation
46, in clause 5, page 3, line 20, leave out subsection (4).
That the amendment be made.",False,True,True,-0.8560838259088672,2017-11-21,0.9090909090909092,,Lab
142,European Union - For,1065,1359,Paul Blomfield,249,True,"European Union (Withdrawal) Bill – Further provision about exceptions to savings and incorporation
336, page 15, line 17, leave out paragraphs 2 and 3 and insert— “2A (1) Any general principle of EU law will remain part of domestic law on or after exit day if— (a) it was recognised as a general principle of EU law by the European Court in a case decided before exit day (whether or not as an essential part of the decision in the case); (b) it was recognised as a general principle of EU law in the EU Treaties immediately before exit day; (c) it was recognised as a general principle of EU law by any direct EU legislation (as defined in section 3(2) of this Act) operative immediately before exit day; or (d) it was recognised as a general principle of EU law by an EU directive that was in force immediately before exit day. 2B Without prejudice to the generality of paragraph 2A, the principles set out in Article 191 of the Treaty on the Functioning of the European Union shall be considered to be general principles for the purposes of that paragraph. 2C For the purposes of paragraphs 1A and 1B the exit day appointed must be the same day as is appointed for section 5(1) of this Act and must not be before the end of any transitional period agreed under Article 50 of the Treaty on the Functioning of the European Union.”
That the amendment be made.",False,True,True,0.07156623721939247,2017-11-21,0.9090909090909092,,Lab
143,European Union - For,1065,373,Tom Brake,62,True,"European Union (Withdrawal) Bill – Dealing with deficiencies arising from withdrawal
124, page 6, line 10, at end insert— “(ca) weaken, remove or replace any requirement of law in effect in the United Kingdom place immediately before exit day which, in the opinion of the Minister, was a requirement up to exit day of the United Kingdom’s membership of the single market,’.",False,True,True,-0.4776574467651167,2017-12-12,0.9090909090909092,,Con
144,European Union - For,1065,480,Heidi Alexander,80,True,"European Union (Withdrawal) Bill – EEA Agreement
“(1) No Minister may, under this Act, notify the withdrawal of the United Kingdom from the EEA Agreement, whether under Article 127 of that Agreement or otherwise. (2) Regulations under this Act may not make any provision that would constitute a breach of the United Kingdom’s obligations under the EEA Agreement. (3) Regulations under this Act may not amend or repeal subsection (1) or (2).”
That the clause be read a Second time.",False,True,True,0.47897982574639186,2017-12-13,0.9090909090909092,,Lab
145,European Union - For,1065,721,Chris Leslie,126,True,"European Union (Withdrawal) Bill – Customs duties
“A Minister of the Crown may not make regulations to appoint exit day until Royal Assent is granted to an Act of Parliament making provision for the substitution of section 5 (customs duties) of the European Communities Act 1972 with provisions that shall allow the United Kingdom to remain a member of the EU common customs tariff and common commercial policy.”—(Mr Leslie.) This new clause would ensure that provisions allowing the UK to remain a member of the Customs Union, as currently set out in section 5 of the European Communities Act 1972 but set to be repealed by section 1 of this Act, will be enacted ahead of exit day.
That the clause be read a Second time.",True,True,True,,2017-12-20,0.9090909090909092,,Lab
146,European Union - For,1065,1100,Kenneth Clarke,182,True,"European Union (Withdrawal) Bill – Implementation and transition
‘(1) Her Majesty’s Government shall seek to secure a transition period prior to the implementation of the withdrawal agreement of not less than two years in duration, during which— (a) access between EU and UK markets should continue on the terms existing prior to exit day, (b) the structures of EU rules and regulations existing prior to exit day shall be maintained, (c) the UK and EU shall continue to take part in the level of security cooperation existing prior to exit day, (d) new processes and systems to underpin the future partnership between the EU and UK can be satisfactorily implemented, including a new immigration system and new regulatory arrangements, (e) financial commitments made by the United Kingdom during the course of UK membership of the EU shall be honoured. (2) No Minister of the Crown shall appoint exit day if the implementation and transition period set out in subsection (1) does not feature in the withdrawal arrangements between the UK and the European Union.’
That the clause be added to the Bill.",False,True,True,1.0375399442578992,2017-12-20,0.9090909090909092,,Con
147,European Union - For,1065,424,Kerry McCarthy,66,True,"European Union (Withdrawal) Bill – Saving for rights etc. under section 2(1) of the ECA
amendment 57, page 2, line 42, leave out clause 4. This amendment is linked to NC19, which would aim to preserve, more comprehensively than the existing Clause 4, rights, powers, liabilities, obligations, restrictions, remedies and procedures derived from EU law and incorporated into domestic law via the European Communities Act 1972.",True,True,True,-0.510016398854747,2018-01-16,0.9545454545454546,,Lab
148,European Union - For,1065,2659,Paul Blomfield,459,True,"European Union (Withdrawal) Bill –
4, page 3, line 23, leave out subsections (4) and (5) and insert— ‘(4) Notwithstanding subsection (5), the Charter of Fundamental Rights continues to apply to retained EU law after exit day save as set out in subsections (5) and (5A) below and all references in the Charter to “the law of the Union” shall be deleted and replaced with “retained EU law”. (5) The following provisions of the Charter shall not apply after exit day— (a) the Preamble, and (b) Title V. (5A) Article 47 of the Charter shall apply after exit day as if it was drafted as follows— “Right to a fair trial “Everyone whose rights and freedoms guaranteed by retained EU law are violated is entitled to a fair and public hearing within a reasonable time by an independent and impartial tribunal previously established by law. Everyone shall have the possibility of being advised, defended and represented. “Legal aid shall be made available to those who lack sufficient resources insofar as such aid is necessary to ensure effective access to justice.” (5B) With effect from exit day EU retained law, so far as it is possible to do so, must be interpreted consistently with the Charter. (5C) With effect from exit day decisions, judgments, advisory opinions of the Court of Justice of the European Union must be taken into account when determining cases under the Charter. (5D) With effect from exit day in relation to the rights conferred by the Charter with respect to retained EU law— (a) section 4 of the Human Rights Act 1998 shall apply and the words “a Convention right” shall be replaced by “a Charter right” and all references to “primary legislation” shall be replaced by “retained EU law”, (b) section 5 of the Human Rights Act 1998 shall apply, (c) section 12 of the Human Rights Act 1998 shall apply and the words “the Convention right to freedom of expression” shall be replaced by “the Charter right to freedom of expression and information”, and (d) section 13 of the Human Rights Act 1998 shall apply and the words “the Convention right to freedom of thought, conscience and religion” shall be replaced by “the Charter right to freedom of thought, conscience and religion”. (5E) With effect from exit day, any derogation or reservation made under sections 14 or 15 of the Human Rights Act 1998 shall apply to rights under the Charter in the same manner as they apply to Convention rights. (5F) With effect from exit day sections 16 or 17 of the Human Rights Act 1998 shall apply to rights under the Charter in the same manner as they apply to Convention rights.”
European Union (Withdrawal) Bill – Exceptions to savings and incorporation",True,True,True,,2018-01-16,0.9545454545454546,,Lab
149,European Union - For,1065,388,Peter Grant,64,True,"European Union (Withdrawal) Bill – Dealing with deficiencies arising from withdrawal
59, page 7, line 16, at end insert— ‘(5) No regulations may be made under this section until the Secretary of State has signed an agreement with the European Union guaranteeing that the United Kingdom will remain a permanent member of the EU single market and customs union.”
That the amendment be made.",False,True,True,-0.9787637157823074,2018-01-17,0.9545454545454546,,SNP
150,European Union - For,1065,1778,David Davis,310,True,"European Union (Withdrawal) Bill – Consequential, transitional, transitory and saving provision
Amendments made: 37, page 62, line 25, at end insert— ‘( ) Paragraph 3 of Schedule 1 does not apply in relation to any proceedings begun within the period of 3 months beginning with exit day so far as— (a) the proceedings involve a challenge to anything which occurred before exit day, and (b) the challenge is not for the disapplication or quashing of— (i) an Act of Parliament or a rule of law which is not an enactment, or (ii) any enactment, or anything else, not falling within sub-paragraph (i) which, as a result of anything falling within that sub-paragraph, could not have been different or which gives effect to, or enforces, anything falling within that sub-paragraph.” This amendment amends the effect of paragraph 3 of Schedule 1 by permitting legal challenges on or after exit day based on the general principles of EU law where those challenges relate to anything which happened before exit day, are made within 3 months of exit day and are not for the disapplication or quashing of an Act of Parliament or the common law or anything related to them. Amendment 38, page 62, line 29, at end insert “or made on or after that day by virtue of this paragraph”.—(Mr Baker.) This amendment ensures that paragraph 3(2) of Schedule 1 does not prevent certain legal challenges and other action on or after exit day on the basis of incompatibility with any of the general principles of EU law where those challenges or that action is also based on the necessary consequences of a decision of a court or tribunal made on or after exit day as a result of amendment 37 or under other transitional provisions in paragraph 27 of Schedule 8.
That the Bill be now read the Third time.",False,True,True,-0.4442932600761116,2018-01-17,0.9545454545454546,,Con
151,European Union - For,1065,973,Alan Whitehead,166,True,"Nuclear Safeguards Bill – Transition period
“(1) The Secretary of State shall, upon laying any statement under subsection (3A) of section 76A of the Energy Act 2013, seek to secure a transition period prior to the implementation of withdrawal from EURATOM of not less than two years. (2) During a transition period under subsection (1), any— (a) conditions under which the UK is a member of EURATOM before exit day shall continue to apply; (b) obligations upon the UK which derive from membership of EURATOM before exit day shall continue to apply; (c) structures for UK participation in EURATOM that are in place before exit day shall be maintained; and (d) financial commitment to EURATOM made by the UK during the course of UK membership of EURATOM before exit day shall be honoured.”.—(Dr Whitehead.) This new clause would aim to put in place a transition period, during which the UK could seek to secure an association to EURATOM
That the clause be read a Second time.",True,True,True,0.3773004930448522,2018-01-23,0.9545454545454546,,Lab
152,European Union - For,1065,100,Keir Starmer,15,True,"European Union (Withdrawal) Bill – Commencement and short title
amendment (a) to Lords amendment 51.",False,True,True,,2018-06-13,0.9545454545454546,,Lab
153,European Union - For,1065,113,Robin Walker,17,True,"European Union (Withdrawal) Bill – Commencement and short title
That this House disagrees with Lords amendment 51",False,True,True,-0.9221653241776254,2018-06-13,0.9545454545454546,,Con
154,European Union - For,1065,128,Robert Buckland,20,True,"European Union (Withdrawal) Bill – Repeal of the European Communities Act 1972
That this House disagrees with Lords amendment 2.",True,True,True,0.8696059201056602,2018-06-13,0.9545454545454546,,Con
155,European Union - For,1065,124,Robert Buckland,18,True,"European Union (Withdrawal) Bill – Exceptions to savings and incorporation
That this House disagrees with Lords amendment 5.",False,True,True,1.355637858804951,2018-06-13,0.9545454545454546,,Con
156,European Union - For,1065,148,Robert Buckland,21,True,"European Union (Withdrawal) Bill – Further provision about exceptions to savings and incorporation
That this House disagrees with Lords amendment 53",False,True,True,0.41343490322370086,2018-06-13,0.9545454545454546,,Con
157,European Union - For,1065,141,Robert Buckland,20,True,"European Union (Withdrawal) Bill – Maintenance of EU environmental principles and standards
That this House disagrees with Lords amendment 3.",False,True,True,1.876795812558066,2018-06-13,0.9545454545454546,,Con
158,Further devolution to Scotland,6709,1225,Pete Wishart,186,True,"Scotland Bill
an amendment, to leave out from ""That"" to the end of the Question and add: That this House, while recognising the need to further enhance the powers of the Scottish Parliament, nevertheless believes that the measures the Scotland Bill seeks to devolve are inadequate to meet the ambitions of the Scottish Government for the people of Scotland; considers the measures relating to air weapons, road safety and drink driving to be incomplete; regrets that the Calman Commission's recommendations to devolve the aggregates levy and air passenger duty, and to devolve responsibility for the marine environment to match the Scottish Parliament's responsibility for fisheries, as well as its proposal for a Scottish role in welfare benefits, have all been abandoned; regards the proposals for the Crown Estates Commission as inadequate; deplores the proposals in the Bill to re-reserve already devolved responsibilities; concludes that the tax varying provisions would embed a long-term deflationary bias in Scotland's budget and that the proposed borrowing powers remaining subject to HM Treasury controls and limits render them insufficiently flexible; and therefore considers the Bill as a whole to be unacceptable.",False,True,True,-0.773789199103573,2011-01-27,0.6363636363636364,,SNP
159,Further devolution to Scotland,6709,461,Tom Greatrex,72,True,"Scotland Bill – Administration of elections
amendment 10, page 1, line 22, at end insert—‘(3A) After subsection (2) there is inserted—(2A) The first order made by Scottish Ministers under subsection (1)(a) must include the application to Scottish Parliamentary general elections of the terms of paragraph (3A) of Rule 45 (the count) and Rule 53ZA (counting of votes: statement by returning officer) in Schedule 1 to the Representation of the People Act 1983.”’.",True,True,True,-1.244654703311417,2011-03-07,0.6363636363636364,,Lab
160,Further devolution to Scotland,6709,97,,20,True,"Scotland Bill – Air weapons
Amendment 3, page 7, line 27, leave out from ‘1968’ to end of line 34",True,True,True,-1.7787202489042786,2011-03-07,0.6363636363636364,,
161,Further devolution to Scotland,6709,66,Tom Greatrex,12,True,"Scotland Bill – Insolvency
That the clause stand part of the Bill.",False,True,True,1.496044311489183,2011-03-07,0.6363636363636364,,Lab
162,Further devolution to Scotland,6709,92,Tom Greatrex,16,True,"Scotland Bill – Regulation of the health professions
That the clause stand part of the Bill.",False,True,True,0.6543656563540577,2011-03-07,0.6363636363636364,,Lab
163,Further devolution to Scotland,6709,201,Stewart Hosie,35,True,"Scotland Bill – Taxation: introductory
amendment 37, page 16, line 17, at end insert— ‘(f) Chapter 8 provides for an Order in Council to specify, as an additional devolved tax, a duty charged on fuel’.",False,True,True,-0.05558467091045507,2011-03-14,0.6363636363636364,,SNP
164,Further devolution to Scotland,6709,279,Stewart Hosie,49,True,"Scotland Bill – Borrowing by the Scottish Ministers
amendment 51, page 24, line 20, leave out from ‘which’ to end of line 22 and insert— ‘are required by them to meet current expenditure because of a shortfall in receipts from the Scottish rate of income tax or devolved taxes.’.",False,True,True,,2011-03-14,0.6363636363636364,,SNP
165,Further devolution to Scotland,6709,1115,Angus MacNeil,173,True,"Financial Services (Regulation of Derivatives) — Maritime policy
‘(1) The Scotland Act 1998 is amended as follows. (2) In Schedule 5, section E3, leave out— (a) the Coastguard Act 1925”. (3) After section 90 insert section 90A as follows— “Maritime and Coastguard Agency (Scotland) 90A (1) The Maritime and Coastguard Agency is to be treated as a Cross-Border Public Authority for the purposes of sections 88 to 90. (2) The funding, operation and planning authority of Maritime and Coastguard Agency facilities in Scotland shall reside with the Scottish Government and the appropriate Scottish Minister. (3) These parts of the Maritime and Coastguard Agency which are the responsibility of Scottish Government shall be known as the Maritime and Coastguard Agency (Scotland). (4) The Maritime and Coastguard Agency (Scotland) will be responsible for maintaining and upholding domestic and international laws and obligations in the Scottish Waters. (5) For the purposes of this section, the Scottish Waters are as defined by the Scottish Adjacent Waters Boundary Order 1999.”.’.
That the clause be read a Second time.",True,True,True,-1.1254890472983765,2011-03-15,0.6363636363636364,,SNP
166,Further devolution to Scotland,6709,398,Thomas Docherty ,64,True,"Financial Services (Regulation of Derivatives) – Rail passenger services
‘In Part 2 of Schedule 5 to the Act, in section E2, after “Exceptions” there is inserted— “The provision of rail passenger services which start and finish in Scotland, including the power to decide who will run such services, the provisions of the Railways Act 1993 notwithstanding.”.’.
That the clause be read a Second time.",True,True,True,2.4457519796168263,2011-03-15,0.6363636363636364,,Lab
167,Further devolution to Scotland,6709,446,Angus MacNeil,78,True,"Financial Services (Regulation of Derivatives) — Crown Estate
‘(1) In Part 1 of Schedule 5 to the 1998 Act, paragraphs 2(3) and 3(3)(a) are omitted. (2) The Crown Estate is to be treated as a cross-border public authority for the purposes of sections 88 to 90 of the 1998 Act. (3) In section 1(4) of the Crown Estate Act 1961, for “Secretary of State” wherever it appears, substitute “Scottish Ministers”.’.
That the clause be read a Second time.",True,True,True,0.1292211819752275,2011-03-15,0.6363636363636364,,SNP
168,Further devolution to Scotland,6709,241,Angus MacNeil,43,True,"Financial Services (Regulation of Derivatives) – Time
‘In Schedule 5, section L, subsection L5 of the 1998 Act the words “, time zones and the subject matter of the Summer Time Act 1972.” are deleted.’.
That the clause be read a Second time.",True,True,True,,2011-03-15,0.6363636363636364,,SNP
169,Further devolution to Scotland,6709,424,Tom Greatrex,70,True,"Financial Services (Regulation of Derivatives) – Regulation of food labelling and content
‘In Part 2 of Schedule 5 to the Scotland Act 1998 (reserved matters: specific reservations), at the end of section C8 to add the words “but this exception does not permit the Scottish Parliament to legislate on food content or labelling of foodstuffs that are placed for sale within Scotland”.’.
That the clause be read a Second time.",True,True,True,0.725766623898692,2011-03-15,0.6363636363636364,,Lab
170,Further devolution to Scotland,6709,353,Stewart Hosie,66,True,"Tax on Profits of Companies
80L Tax on profits of companies The Secretary of State shall, within one month of the coming into force of section 80B of this Act, lay in accordance with Type A procedure as set out in Schedule 7 to this Act a draft Order in Council which specifies as an additional devolved tax a tax charged on the profits of companies.”’.",False,True,True,0.4810092317367132,2011-06-21,0.6363636363636364,,SNP
171,Further devolution to Scotland,6709,366,Tom Greatrex,58,True,"Infrastructure Bill [Lords] – Shale gas extraction: devolution
‘(1) The Scotland Act 1998 is amended as follows: (2) In Schedule 5, Part II, section D2, after “gas other than through pipes,”, insert— “( ) The licensing of onshore shale gas extraction underlying Scotland. ( ) Responsibility for mineral access rights for onshore extraction of shale gas in Scotland.”",True,True,True,,2015-01-26,0.8181818181818182,,Lab
172,Further devolution to Scotland,6709,389,,63,True,"The Economy
That an Humble Address be presented to Her Majesty, as follows: Most Gracious Sovereign, We, Your Majesty's most dutiful and loyal subjects, the Commons of the United Kingdom of Great Britain and Northern Ireland in Parliament assembled, beg leave to offer our humble thanks to Your Majesty for the Gracious Speech which Your Majesty has addressed to both Houses of Parliament.",False,True,False,-0.7904744554453119,2015-06-04,0.8181818181818182,,
173,Further devolution to Scotland,6709,1717,Joanna Cherry,272,True,"Scotland Bill – Scope to modify the Scotland Act 1998
108, page 13, line 32, before “section” insert “section 112(1) and (3) to (5),”. This amendment would allow the Scottish Parliament to modify subsections (1) and (3) to (5) of section 112 of the Scotland Act 1998 to the extent that those subsections apply to any power exercisable within devolved competence to make subordinate legislation. Amendment 109, page 13, line 34, leave out from “power” to end of line 36 and insert “exercisable within devolved competence to make subordinate legislation),”. This amendment would allow the Scottish Parliament to modify the sections of the Scotland Act 1998 to be listed at sub-paragraph 4(2)(e)(i) of Schedule 4 so far as those sections apply to any powers exercisable within devolved competence to make subordinate legislation (including Orders in Council). Amendment 110, page 13, line 37, at end insert “, and (iii) section 124 (so far as that section applies to any power exercisable within devolved competence to make subordinate legislation),”—(Stephen Barclay.) This amendment would allow the Scottish Parliament to modify section 124 of the Scotland Act 1998 to the extent that the section applies to any power exercisable within devolved competence to make subordinate legislation. Amendment proposed: 89, page 13, line 42, at end insert— ‘(2A) In paragraph 4 of Schedule 4 (protection of Scotland Act 1998 from modification), insert new sub-paragraph— “(5A) This paragraph does not apply to amendments to Schedule 5, Part II, Head A, Section A1 insofar as they relate to: (a) taxes and excise in Scotland, (b) government borrowing and lending in Scotland, and (c) control over public expenditure in Scotland.”",True,True,True,0.4714683571359957,2015-06-15,0.8181818181818182,,SNP
174,Further devolution to Scotland,6709,888,Joanna Cherry,141,True,"Scotland Bill – UK Pensions liability
110, page 13, line 37, at end insert “, and (iii) section 124 (so far as that section applies to any power exercisable within devolved competence to make subordinate legislation),”—(Stephen Barclay.) This amendment would allow the Scottish Parliament to modify section 124 of the Scotland Act 1998 to the extent that the section applies to any power exercisable within devolved competence to make subordinate legislation. Amendment proposed: 89, page 13, line 42, at end insert— ‘(2A) In paragraph 4 of Schedule 4 (protection of Scotland Act 1998 from modification), insert new sub-paragraph— “(5A) This paragraph does not apply to amendments to Schedule 5, Part II, Head A, Section A1 insofar as they relate to: (a) taxes and excise in Scotland, (b) government borrowing and lending in Scotland, and (c) control over public expenditure in Scotland.”",True,True,True,1.8820244964750337,2015-06-15,0.8181818181818182,,SNP
175,Further devolution to Scotland,6709,435,Edward Leigh,70,True,"Scotland Bill – Application of the Human Rights Act 1998 to Scotland
The consent of the Treasury is required before the enactment of any provision passed by the Scottish Parliament which would affect the liabilities of the National Insurance Fund in respect of old age pensions.” (5) In Part III (general provisions) the following provisions referring to Part II of the Schedule are omitted— (a) paragraph 3(2); (b) paragraph 4(2)(c).”",True,True,True,1.3454200461549777,2015-06-15,0.8181818181818182,,Con
176,Further devolution to Scotland,6709,238,Graham Allen,41,True,"Scotland Bill – Application of the Human Rights Act 1998 to Scotland
‘The application of the Human Rights Act 1998 to Scotland shall not be repealed in so far as it affects Scotland without the express consent of the Scottish Parliament.’",True,True,True,1.593186626639397,2015-06-15,0.8181818181818182,,Lab
177,Further devolution to Scotland,6709,1877,Angus Robertson,318,True,"Scotland Bill – Consent of the Scottish Parliament to certain Westminster Acts
‘(1) In section 28 of the Scotland Act 1998 (Acts of the Scottish Parliament), at the end add— “(8) But the Parliament of the United Kingdom must not pass Acts applying to Scotland that make provision about a devolved matter without the consent of the Scottish Parliament. “(9) A provision is about a devolved matter if the provision— (a) applies to Scotland and does not relate to reserved matters, (b) modifies the legislative competence of the Scottish Parliament, or (c) modifies the functions of any member of the Scottish Government. (1) In subsection (8), “Acts” includes any Act, whether a public general Act, a local and personal Act or a private Act. (2) After section 28 of the Scotland Act 1998 insert— “28A Duty to consult the Scottish Government on Bills applying to Scotland(1) A Minister of the Crown shall consult Scottish Ministers before introducing any Bill into the Parliament of the United Kingdom for an Act of that Parliament that would make provision applying to Scotland. (2) Where the Bill is for an Act making provision that would require the consent of the Scottish Parliament by virtue of section 28(8), the requirement to consult under subsection (1) includes a requirement that a Minister of the Crown give the Scottish Ministers a copy of the provisions of the Bill that apply to Scotland no later than— (a) 21 days before the proposed date of introduction, or (b) such later date as the Scottish Ministers may agree. (3) The requirement in subsection (2) does not apply if— (c) the Scottish Ministers so agree, or (d) there are exceptional circumstances justifying failure to comply with the requirement. (4) The reference in subsection (1) to an Act of Parliament is a reference to any Act whether a public general Act, a local and personal Act or a private Act.’",True,True,True,-0.5112156764311852,2015-06-15,0.8181818181818182,,SNP
